"1","199","2017-01-03","Inventory"
"2","4.39","2017-01-03","Inventory"
"1",\N,"2017-01-03","Inventory"
"1","0","2017-01-03","Inventory"
"1",\N,"2017-01-03","Inventory"
"1",\N,"2017-01-04","Inventory"
"3",\N,"2017-01-04","Inventory"
"3",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"2",\N,"2017-01-04","Inventory"
"4",\N,"2017-01-04","Inventory"
"2",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"1",\N,"2017-01-04","Inventory"
"2","34.95","2017-01-04","Inventory"
"10","19.99","2017-01-04","Inventory"
"1","99","2017-01-04","Inventory"
"1","12.5","2017-01-04","Inventory"
"1","24.14","2017-01-04","Inventory"
"5","7.95","2017-01-04","Inventory"
"2","11.95","2017-01-04","Inventory"
"10","24.75","2017-01-04","Inventory"
"2","19.99","2017-01-04","Inventory"
"3","10.6667","2017-01-04","Inventory"
"3","12.6667","2017-01-04","Inventory"
"5","17.4","2017-01-04","Inventory"
"5","2.49","2017-01-05","Inventory"
"3","7.75","2017-01-05","Inventory"
"1","4.97","2017-01-05","Inventory"
"2","14.06","2017-01-05","Inventory"
"4","11.95","2017-01-05","Inventory"
"1","99","2017-01-05","Inventory"
"2","12.5","2017-01-05","Inventory"
"1","9","2017-01-05","Inventory"
"1","14.25","2017-01-06","Inventory"
"1","19.5","2017-01-06","Inventory"
"1","14.25","2017-01-06","Inventory"
"1","19.5","2017-01-06","Inventory"
"1","21.65","2017-01-06","Inventory"
"1","99","2017-01-06","Inventory"
"2","14.33","2017-01-06","Inventory"
"1","27.75","2017-01-06","Inventory"
"1","8.95","2017-01-06","Inventory"
"1","11.5","2017-01-06","Inventory"
"1","13","2017-01-06","Inventory"
"1","199","2017-01-06","Inventory"
"1","625","2017-01-06","Inventory"
"3","7.75","2017-01-06","Inventory"
"2","10.5","2017-01-06","Inventory"
"1","199","2017-01-06","Inventory"
"12","27.5","2017-01-06","Inventory"
"5","26.85","2017-01-09","Inventory"
"1","32.5","2017-01-09","Inventory"
"2","2.67","2017-01-09","Inventory"
"2","3.25","2017-01-09","Inventory"
"2","3.73","2017-01-09","Inventory"
"2","7.75","2017-01-09","Inventory"
"1","10.5","2017-01-09","Inventory"
"1","7.75","2017-01-09","Inventory"
"3","5.79","2017-01-09","Inventory"
"5","2.59","2017-01-09","Inventory"
"2","10.5","2017-01-09","Inventory"
"8","11.95","2017-01-09","Inventory"
"1","99","2017-01-09","Inventory"
"1","139","2017-01-09","Inventory"
"1","4.18","2017-01-09","Inventory"
"1","3.25","2017-01-09","Inventory"
"1","2.67","2017-01-09","Inventory"
"1","3.73","2017-01-09","Inventory"
"1","4.97","2017-01-09","Inventory"
"1","14.33","2017-01-09","Inventory"
"1","199.95","2017-01-09","Inventory"
"9","7.75","2017-01-09","Inventory"
"15","4.64","2017-01-09","Inventory"
"1","50","2017-01-09","Inventory"
"1","59.95","2017-01-10","Inventory"
"18","12.5","2017-01-10","Inventory"
"8","24.95","2017-01-10","Inventory"
"1","109","2017-01-10","Inventory"
"1","35.5","2017-01-10","Inventory"
"2","19.95","2017-01-10","Inventory"
"1","7.75","2017-01-10","Inventory"
"1","8.95","2017-01-10","Inventory"
"4","24.95","2017-01-10","Inventory"
"3","7.75","2017-01-10","Inventory"
"10","5.75","2017-01-11","Inventory"
"15","7.75","2017-01-11","Inventory"
"2","35.5","2017-01-11","Inventory"
"2","14.33","2017-01-11","Inventory"
"1","27.75","2017-01-11","Inventory"
"1","27.75","2017-01-11","Inventory"
"2","11.25","2017-01-11","Inventory"
"1","30","2017-01-11","Inventory"
"2","14.25","2017-01-11","Inventory"
"3","14.33","2017-01-11","Inventory"
"2","14.06","2017-01-11","Inventory"
"2","30","2017-01-11","Inventory"
"2","11.95","2017-01-11","Inventory"
"1","199","2017-01-11","Inventory"
"8","26.95","2017-01-11","Inventory"
"1","68","2017-01-11","Inventory"
"1","2.49","2017-01-11","Inventory"
"1","7.95","2017-01-11","Inventory"
"1","11.25","2017-01-11","Inventory"
"1","22.67","2017-01-12","Inventory"
"1","3.73","2017-01-12","Inventory"
"1","8.95","2017-01-12","Inventory"
"1","29.85","2017-01-12","Inventory"
"6","8.95","2017-01-12","Inventory"
"1","19.95","2017-01-12","Inventory"
"8","7.75","2017-01-12","Inventory"
"1","84","2017-01-13","Inventory"
"1","8.95","2017-01-13","Inventory"
"2","7.75","2017-01-13","Inventory"
"1","39.69","2017-01-13","Inventory"
"2","6.75","2017-01-13","Inventory"
"1","8.95","2017-01-13","Inventory"
"8","24.95","2017-01-13","Inventory"
"2","28","2017-01-13","Inventory"
"1","34.99","2017-01-16","Inventory"
"1","3.73","2017-01-16","Inventory"
"1","2.67","2017-01-16","Inventory"
"1","4.97","2017-01-16","Inventory"
"1","4","2017-01-16","Inventory"
"1","4","2017-01-16","Inventory"
"1","4","2017-01-16","Inventory"
"1","4","2017-01-16","Inventory"
"1","15.5","2017-01-16","Inventory"
"1","17.85","2017-01-16","Inventory"
"2","12.14","2017-01-16","Inventory"
"2","27.75","2017-01-16","Inventory"
"1","11.5","2017-01-16","Inventory"
"1","7.75","2017-01-16","Inventory"
"1","14.33","2017-01-16","Inventory"
"1","30","2017-01-16","Inventory"
"1","12.14","2017-01-16","Inventory"
"1","35.5","2017-01-16","Inventory"
"3","3.25","2017-01-16","Inventory"
"2","99","2017-01-16","Inventory"
"10","24.95","2017-01-16","Inventory"
"1","7.75","2017-01-16","Inventory"
"12","27.5","2017-01-16","Inventory"
"2","14.33","2017-01-17","Inventory"
"2","35.5","2017-01-17","Inventory"
"2","6.75","2017-01-17","Inventory"
"5","19.95","2017-01-17","Inventory"
"1","39.45","2017-01-17","Inventory"
"2","11.25","2017-01-17","Inventory"
"3","3.55","2017-01-17","Inventory"
"3","17.42","2017-01-17","Inventory"
"2","26","2017-01-17","Inventory"
"4","11.25","2017-01-17","Inventory"
"2","7.75","2017-01-17","Inventory"
"1","17.42","2017-01-17","Inventory"
"1","35.5","2017-01-17","Inventory"
"1","7.75","2017-01-17","Inventory"
"2","11.25","2017-01-17","Inventory"
"2","29.99","2017-01-17","Inventory"
"1","40","2017-01-17","Inventory"
"2","7.75","2017-01-17","Inventory"
"2","11.25","2017-01-18","Inventory"
"1","19.95","2017-01-18","Inventory"
"1","9","2017-01-18","Inventory"
"1","2.67","2017-01-18","Inventory"
"1","10.5","2017-01-18","Inventory"
"1","19.95","2017-01-18","Inventory"
"3","11.95","2017-01-18","Inventory"
"1","11.25","2017-01-18","Inventory"
"1","13.94","2017-01-18","Inventory"
"4","11.25","2017-01-18","Inventory"
"6","24.95","2017-01-19","Inventory"
"10","24.95","2017-01-19","Inventory"
"10","11.25","2017-01-19","Inventory"
"4","24.75","2017-01-19","Inventory"
"5","15.5","2017-01-19","Inventory"
"2","15.99","2017-01-19","Inventory"
"1","5.75","2017-01-19","Inventory"
"1","139","2017-01-19","Inventory"
"1","199","2017-01-19","Inventory"
"1","84","2017-01-19","Inventory"
"1","199","2017-01-19","Inventory"
"10","19.95","2017-01-20","Inventory"
"1","28","2017-01-20","Inventory"
"1","1999","2017-01-20","Inventory"
"1","140","2017-01-20","Inventory"
"1","199","2017-01-20","Inventory"
"1","84","2017-01-20","Inventory"
"4","11.95","2017-01-20","Inventory"
"1","35.5","2017-01-20","Inventory"
"5","14.95","2017-01-20","Inventory"
"1","50","2017-01-20","Inventory"
"1","26.85","2017-01-20","Inventory"
"1","49.67","2017-01-20","Inventory"
"1","5.75","2017-01-23","Inventory"
"1","5.75","2017-01-23","Inventory"
"1","1.99","2017-01-23","Inventory"
"1","9","2017-01-23","Inventory"
"2","59.85","2017-01-23","Inventory"
"2","5.75","2017-01-23","Inventory"
"1","26","2017-01-23","Inventory"
"1","14.06","2017-01-23","Inventory"
"1","14.06","2017-01-23","Inventory"
"1","24.14","2017-01-23","Inventory"
"1","14.33","2017-01-23","Inventory"
"3","19.95","2017-01-23","Inventory"
"2","39.95","2017-01-23","Inventory"
"3","32.88","2017-01-23","Inventory"
"3","8.79","2017-01-23","Inventory"
"2","7.68","2017-01-23","Inventory"
"2","6.12","2017-01-23","Inventory"
"5","4.95","2017-01-23","Inventory"
"2","12.14","2017-01-23","Inventory"
"4","3.25","2017-01-23","Inventory"
"2","36.95","2017-01-23","Inventory"
"2","7.75","2017-01-24","Inventory"
"5","11.25","2017-01-24","Inventory"
"2","5.75","2017-01-24","Inventory"
"1","6.95","2017-01-24","Inventory"
"2","17.42","2017-01-24","Inventory"
"1","5.75","2017-01-24","Inventory"
"1","199","2017-01-24","Inventory"
"4","6.85","2017-01-25","Inventory"
"10","6.84","2017-01-25","Inventory"
"10","19.95","2017-01-25","Inventory"
"2","29.99","2017-01-25","Inventory"
"1","199","2017-01-25","Inventory"
"1","87.5","2017-01-25","Inventory"
"1","18.1","2017-01-25","Inventory"
"1","14.95","2017-01-25","Inventory"
"8","14.06","2017-01-25","Inventory"
"1","19.95","2017-01-25","Inventory"
"1","8.79","2017-01-25","Inventory"
"10","11.25","2017-01-25","Inventory"
"1","199","2017-01-25","Inventory"
"2","19.5","2017-01-26","Inventory"
"2","10.5","2017-01-26","Inventory"
"1","47.95","2017-01-26","Inventory"
"2","26.85","2017-01-26","Inventory"
"4","3.73","2017-01-26","Inventory"
"4","4.97","2017-01-26","Inventory"
"2","24.75","2017-01-26","Inventory"
"2","26.95","2017-01-26","Inventory"
"6","4.97","2017-01-26","Inventory"
"6","29.99","2017-01-26","Inventory"
"6","26.95","2017-01-26","Inventory"
"1","17.42","2017-01-26","Inventory"
"1","12.5","2017-01-26","Inventory"
"1","13","2017-01-26","Inventory"
"2","69","2017-01-26","Inventory"
"1","199","2017-01-26","Inventory"
"1","559","2017-01-26","Inventory"
"1","299","2017-01-26","Inventory"
"2","14.25","2017-01-27","Inventory"
"4","11.25","2017-01-27","Inventory"
"3","14.33","2017-01-27","Inventory"
"2","14.06","2017-01-27","Inventory"
"1","89.85","2017-01-27","Inventory"
"2","30","2017-01-27","Inventory"
"1","3.25","2017-01-27","Inventory"
"1","3.73","2017-01-27","Inventory"
"1","8.79","2017-01-27","Inventory"
"1","7.68","2017-01-27","Inventory"
"5","19.95","2017-01-27","Inventory"
"1","7.75","2017-01-27","Inventory"
"1","12.5","2017-01-27","Inventory"
"1","13","2017-01-27","Inventory"
"1","14.25","2017-01-30","Inventory"
"3","11.25","2017-01-30","Inventory"
"2","19.95","2017-01-30","Inventory"
"5","35.5","2017-01-30","Inventory"
"4","14.33","2017-01-30","Inventory"
"5","6.75","2017-01-30","Inventory"
"3","26.85","2017-01-30","Inventory"
"1","199","2017-01-30","Inventory"
"1","19.95","2017-01-30","Inventory"
"1","199","2017-01-30","Inventory"
"1","199","2017-01-30","Inventory"
"80","2.19","2017-01-31","Inventory"
"1","84","2017-01-31","Inventory"
"4","6.49","2017-01-31","Inventory"
"1","19.5","2017-01-31","Inventory"
"4","25.75","2017-01-31","Inventory"
"2","24.75","2017-01-31","Inventory"
"1","199","2017-01-31","Inventory"
"1","109","2017-01-31","Inventory"
"1","12","2017-01-31","Inventory"
"1","237","2017-01-31","Inventory"
"2","6.95","2017-01-31","Inventory"
"2","11.25","2017-01-31","Inventory"
"4","19.95","2017-01-31","Inventory"
"1","26.85","2017-01-31","Inventory"
"1","23.98","2017-01-31","Inventory"
"1","32.5","2017-01-31","Inventory"
"1","39.45","2017-01-31","Inventory"
"4","24.39","2017-01-31","Inventory"
"2","20.47","2017-01-31","Inventory"
"1","11.25","2017-01-31","Inventory"
"1","19.95","2017-01-31","Inventory"
"1","7.82","2017-01-31","Inventory"
"2","24","2017-01-31","Inventory"
"4","8","2017-01-31","Inventory"
"2","0","2017-01-31","Inventory"
"3","11.25","2017-02-01","Inventory"
"1","2.67","2017-02-01","Inventory"
"3","19.5","2017-02-01","Inventory"
"4","19.5","2017-02-01","Inventory"
"1","18.1","2017-02-01","Inventory"
"1","199","2017-02-01","Inventory"
"1","199","2017-02-01","Inventory"
"2","26","2017-02-01","Inventory"
"2","11.25","2017-02-01","Inventory"
"1","14.33","2017-02-01","Inventory"
"1","35.5","2017-02-01","Inventory"
"2","24.95","2017-02-01","Inventory"
"2","34.61","2017-02-01","Inventory"
"1","69","2017-02-01","Inventory"
"2","7.75","2017-02-01","Inventory"
"2","5.75","2017-02-01","Inventory"
"1","9","2017-02-01","Inventory"
"1","4.64","2017-02-01","Inventory"
"1","199","2017-02-01","Inventory"
"1","5.75","2017-02-01","Inventory"
"1","6.75","2017-02-01","Inventory"
"1","7.75","2017-02-01","Inventory"
"2","19.99","2017-02-02","Inventory"
"1","199","2017-02-02","Inventory"
"3","2.24","2017-02-02","Inventory"
"15","11.95","2017-02-02","Inventory"
"1","1.36","2017-02-02","Inventory"
"1","2.85","2017-02-02","Inventory"
"2","15.75","2017-02-02","Inventory"
"2","2.24","2017-02-02","Inventory"
"3","7.5","2017-02-02","Inventory"
"1","199","2017-02-02","Inventory"
"1","199","2017-02-02","Inventory"
"1","3.73","2017-02-02","Inventory"
"1","4.18","2017-02-02","Inventory"
"4","4.97","2017-02-02","Inventory"
"1","2.24","2017-02-02","Inventory"
"1","7.75","2017-02-02","Inventory"
"1","199","2017-02-03","Inventory"
"6","29.99","2017-02-03","Inventory"
"2","29.99","2017-02-03","Inventory"
"20","24.95","2017-02-03","Inventory"
"26","39.95","2017-02-03","Inventory"
"8","24.75","2017-02-03","Inventory"
"5","26.85","2017-02-03","Inventory"
"1","14.33","2017-02-03","Inventory"
"1","35.5","2017-02-03","Inventory"
"2","12.5","2017-02-03","Inventory"
"2","36.95","2017-02-03","Inventory"
"6","11.25","2017-02-03","Inventory"
"150","1.62","2017-02-03","Inventory"
"1","19.95","2017-02-03","Inventory"
"2","26","2017-02-03","Inventory"
"6","15.79","2017-02-03","Inventory"
"3","15.79","2017-02-03","Inventory"
"2","84","2017-02-06","Inventory"
"2","3.25","2017-02-06","Inventory"
"2","15.5","2017-02-06","Inventory"
"1","29.75","2017-02-06","Inventory"
"2","6.84","2017-02-06","Inventory"
"1","23.98","2017-02-06","Inventory"
"4","26.95","2017-02-07","Inventory"
"4","29.99","2017-02-07","Inventory"
"1","8.95","2017-02-07","Inventory"
"50","3.59","2017-02-07","Inventory"
"1","14.33","2017-02-07","Inventory"
"1","7.75","2017-02-07","Inventory"
"1","35.5","2017-02-07","Inventory"
"5","9","2017-02-07","Inventory"
"2","4.95","2017-02-07","Inventory"
"5","2.67","2017-02-07","Inventory"
"10","7.75","2017-02-07","Inventory"
"1","23.44","2017-02-07","Inventory"
"2","4.64","2017-02-07","Inventory"
"2","19.95","2017-02-07","Inventory"
"1","26.85","2017-02-07","Inventory"
"1","17.42","2017-02-07","Inventory"
"5","4.18","2017-02-08","Inventory"
"2","3.73","2017-02-08","Inventory"
"6","11.25","2017-02-08","Inventory"
"1","35.5","2017-02-08","Inventory"
"5","17.42","2017-02-08","Inventory"
"3","12.5","2017-02-08","Inventory"
"4","10.5","2017-02-08","Inventory"
"1","19.5","2017-02-08","Inventory"
"1","5.75","2017-02-08","Inventory"
"1","10.5","2017-02-08","Inventory"
"1","36","2017-02-08","Inventory"
"1","28","2017-02-08","Inventory"
"4","11.5","2017-02-09","Inventory"
"2","18.95","2017-02-09","Inventory"
"7","5.75","2017-02-09","Inventory"
"1","228","2017-02-09","Inventory"
"3","6.75","2017-02-09","Inventory"
"3","7.75","2017-02-09","Inventory"
"4","26.85","2017-02-09","Inventory"
"1","2.67","2017-02-09","Inventory"
"1","9","2017-02-09","Inventory"
"2","24.95","2017-02-09","Inventory"
"1","30.92","2017-02-09","Inventory"
"1","37.6","2017-02-09","Inventory"
"1","46.11","2017-02-09","Inventory"
"1","54.95","2017-02-09","Inventory"
"2","58.73","2017-02-09","Inventory"
"1","73.33","2017-02-09","Inventory"
"3","6.12","2017-02-09","Inventory"
"2","36","2017-02-09","Inventory"
"10","14.33","2017-02-09","Inventory"
"5","35.5","2017-02-09","Inventory"
"6","7.75","2017-02-09","Inventory"
"6","10.5","2017-02-09","Inventory"
"6","11.25","2017-02-09","Inventory"
"3","19.95","2017-02-09","Inventory"
"2","34.95","2017-02-10","Inventory"
"2","5.75","2017-02-10","Inventory"
"2","12.5","2017-02-10","Inventory"
"2","14.25","2017-02-10","Inventory"
"2","21.65","2017-02-10","Inventory"
"2","14.33","2017-02-10","Inventory"
"1","15.69","2017-02-10","Inventory"
"2","6.75","2017-02-10","Inventory"
"20","34.95","2017-02-10","Inventory"
"3","2.67","2017-02-10","Inventory"
"2","4.64","2017-02-10","Inventory"
"1","8.98","2017-02-10","Inventory"
"1","8.98","2017-02-10","Inventory"
"10","11.25","2017-02-10","Inventory"
"6","3.49","2017-02-13","Inventory"
"2","9","2017-02-13","Inventory"
"2","6.25","2017-02-13","Inventory"
"6","24.95","2017-02-13","Inventory"
"4","37.85","2017-02-13","Inventory"
"1","27.75","2017-02-13","Inventory"
"1","10.5","2017-02-13","Inventory"
"1","7.75","2017-02-13","Inventory"
"15","2.94","2017-02-13","Inventory"
"12","27.5","2017-02-13","Inventory"
